license_number,id,business_dba_name,license_type,license_status,address,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,business_email,business_image_url,data_refreshed_date
17176,1067892,STATE OF MIND CANNABIS COMPANY,Retail Marijuana Store,Active-Pending Inspection,"33508 LINCOLN AVENUE, #C, Seward, AK 99664, UNITED STATES",STATE OF MIND CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#C,Seward,,,2024-03-24T22:01:20.007861
17204,2191819,WORNER BROTHERS OUTPOST,Retail Marijuana Store,Active-Operating,"50110 Sterling Hwy, Soldotna, AK 99669, UNITED STATES",WORNER BROTHERS OUTPOST,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,,,2024-03-24T22:01:20.007861
17250,2086134,Pipe and Leaf: Premium Alaskan Cannabis,Retail Marijuana Store,Active-Operating,"3546 Airport Way, Fairbanks, AK 99709, UNITED STATES",Pipe and Leaf: Premium Alaskan Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,2024-03-24T22:01:20.007861
17480,1069211,"TUNDRA HERB COMPANY, LLC",Retail Marijuana Store,Active-Operating,"520 W. 6th Ave, Suite A, Anchorage, AK 99501, UNITED STATES","TUNDRA HERB COMPANY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Anchorage,,,2024-03-24T22:01:20.007861
17758,1064577,THE TUFTED PUFFIN LLC,Retail Marijuana Store,Active-Operating,"216 4th Ave. Unit 2, Seward, AK 99664, UNITED STATES",THE TUFTED PUFFIN LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Seward,99664,,,2024-03-24T22:01:20.007861
17764,1070263,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Active-Operating,"585A 3rd Ave., Kotzebue, AK 99752, UNITED STATES",ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kotzebue,99752,,,2024-03-24T22:01:20.007861
17808,1069832,KENAI RIVER CANNABIS,Retail Marijuana Store,Active-Operating,"14429 Kenai Spur Highway, Kenai, AK 99611, UNITED STATES",KENAI RIVER CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kenai,99611,,,2024-03-24T22:01:20.007861
18117,1070934,MARYJANE'S CANNABIS EMPORIUM,Retail Marijuana Store,Active-Operating,"8857 Jewel Lake Road, Anchorage, AK 99502, UNITED STATES",MARYJANE'S CANNABIS EMPORIUM,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99502,,,2024-03-24T22:01:20.007861
18545,1067691,NOME GROWN LLC,Retail Marijuana Store,Active-Operating,"605 W. 2nd. Ave., NOME, AK 99762, UNITED STATES",NOME GROWN LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,NOME,99762,,,2024-03-24T22:01:20.007861
18702,1093108,COLD CITY CANNABIS,Retail Marijuana Store,Active-Operating,"1210 E 70th Ave., #1, Anchorage, AK 99518, UNITED STATES",COLD CITY CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#1,Anchorage,,,2024-03-24T22:01:20.007861
18735,1032729,"ALASKABUDS, LLC",Retail Marijuana Store,Active-Operating,"660 Third Ave, Suite B, Bethel, AK 99559, UNITED STATES","ALASKABUDS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Bethel,,,2024-03-24T22:01:20.007861
18929,1082271,ALASKA CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,"43280 Kenai Spur Highway, Unit E, Nikiski, AK 99635, UNITED STATES",ALASKA CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit E,Nikiski,,,2024-03-24T22:01:20.007861
19178,1077356,"HIGHER BY BAD GRAMM3R, LLC",Retail Marijuana Store,Active-Operating,"1204 N. Hyer Spur Road, Palmer, AK 99645, UNITED STATES","HIGHER BY BAD GRAMM3R, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,,,2024-03-24T22:01:20.007861
19277,1078189,THE HERBAL CACHE LLC,Retail Marijuana Store,Active-Operating,"158 Holmgren Place Suite 101, Girdwood, AK 99587, UNITED STATES",THE HERBAL CACHE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Girdwood,99587,,,2024-03-24T22:01:20.007861
19300,1056442,PINE STREET CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,"139 Warehouse Drive, Suite B, Soldotna, AK 99669, UNITED STATES",PINE STREET CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Soldotna,,,2024-03-24T22:01:20.007861
19658,1088016,DEJAVU CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,"11676 west rezanof drive, Kodiak, AK 99615, UNITED STATES",DEJAVU CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kodiak,99615,,,2024-03-24T22:01:20.007861
19834,2188687,Coldsmoke,Retail Marijuana Store,Active-Operating,"840 KALIFORNSKY BEACH RD, SUITE B, SOLDOTNA, AK 99669, UNITED STATES",Coldsmoke,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,SUITE B,SOLDOTNA,,,2024-03-24T22:01:20.007861
19898,2098780,AKO FARMS DIRECT,Retail Marijuana Store,Active-Operating,"1210 Beardslee Way, Sitka, AK 99835, UNITED STATES",AKO FARMS DIRECT,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Sitka,99835,,,2024-03-24T22:01:20.007861
20113,1093390,"HIGH RISE, LLC",Retail Marijuana Store,Active-Operating,"104 Center Ave., Suite 102, Kodiak, AK 99615, UNITED STATES","HIGH RISE, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 102,Kodiak,,,2024-03-24T22:01:20.007861
20151,2090055,Canna Get Happy LLC,Retail Marijuana Store,Active-Operating,"810 E. 6th Avenue, Anchorage, AK 99501, UNITED STATES",Canna Get Happy LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,,,2024-03-24T22:01:20.007861
20221,2100881,Denali Grass Company,Retail Marijuana Store,Active-Operating,"Milepost 248.5 Parks Highway, Suite A, Healy, AK 99743, UNITED STATES",Denali Grass Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Healy,,,2024-03-24T22:01:20.007861
20366,1065429,GREAT NORTHERN CANNABIS,Retail Marijuana Store,Active-Operating,"2600 E. Tudor Rd., Anchorage, AK 99507, UNITED STATES",GREAT NORTHERN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99507,,,2024-03-24T22:01:20.007861
20561,1108077,BADGER BUDS LLC,Retail Marijuana Store,Active-Operating,"2008 Levado Ave. Unit A, North Pole, AK 99705, UNITED STATES",BADGER BUDS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,North Pole,99705,,,2024-03-24T22:01:20.007861
20827,1040494,GOOD TITRATIONS,Retail Marijuana Store,Active-Operating,"506 Merhar Ave, Fairbanks, AK 99701, UNITED STATES",GOOD TITRATIONS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,,,2024-03-24T22:01:20.007861
20865,1038791,UNCLE HERB'S,Retail Marijuana Store,Active-Operating,"360 Boniface Pkwy, A2,A3,A4, Anchorage, AK 99504, UNITED STATES",UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,"A2,A3,A4",Anchorage,,,2024-03-24T22:01:20.007861
20983,2083324,King Street Cannabis Co,Retail Marijuana Store,Active-Operating,"8430 Laviento Drive, Suite A, Anchorage, AK 99515, UNITED STATES",King Street Cannabis Co,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Anchorage,,,2024-03-24T22:01:20.007861
21069,2083424,Wildflower,Retail Marijuana Store,Active-Operating,"158 Alimaq Dr, Kodiak, AK 99615, UNITED STATES",Wildflower,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kodiak,99615,,,2024-03-24T22:01:20.007861
21170,2084402,Green Zone,Retail Marijuana Store,Active-Operating,"543 Bison St, Kotzebue, AK 99762, UNITED STATES",Green Zone,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kotzebue,99762,,,2024-03-24T22:01:20.007861
21227,2084675,Kusko Kush,Retail Marijuana Store,Active-Operating,"781 3rd Avenue, Bethel, AK 99559, UNITED STATES",Kusko Kush,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Bethel,99559,,,2024-03-24T22:01:20.007861
21417,2111543,Cosmic Cannabis Company,Retail Marijuana Store,Active-Operating,"261 East Bunnell Ave, Homer, AK 99603, UNITED STATES",Cosmic Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Homer,99603,,,2024-03-24T22:01:20.007861
21619,2092852,Laughing salmon,Retail Marijuana Store,Active-Operating,"173 N Rosie Circle #1, Wasilla, AK 99654, UNITED STATES",Laughing salmon,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-03-24T22:01:20.007861
21724,2087306,The Red Light District,Retail Marijuana Store,Active-Operating,"407 E Northern Lights Blvd, 1A, Anchorage, AK 99503, UNITED STATES",The Red Light District,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,1A,Anchorage,,,2024-03-24T22:01:20.007861
22091,2088944,Green Raven LLC,Retail Marijuana Store,Active-Operating,"5320 W Parks Hwy, Wasilla, AK 99623, UNITED STATES",Green Raven LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,2024-03-24T22:01:20.007861
22150,2088101,Top Shelf Herbs Of Alaska LLC,Retail Marijuana Store,Active-Operating,"901 Photo Ave Suite A, Anchorage, AK 99503, UNITED STATES",Top Shelf Herbs Of Alaska LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,,,2024-03-24T22:01:20.007861
22294,1070263,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Active-Operating,"14477 Sterling Highway, Ninilchik, AK 99639, UNITED STATES",ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ninilchik,99639,,,2024-03-24T22:01:20.007861
22297,1031682,FOXY ENTERPRISES,Retail Marijuana Store,Active-Operating,"2158 Old Steese Hwy North, Fairbanks, AK 99712, UNITED STATES",FOXY ENTERPRISES,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,,,2024-03-24T22:01:20.007861
22327,2090055,Canna Get Happy LLC,Retail Marijuana Store,Active-Operating,"2321 E Palmer Wasilla Hwy, Wasilla, AK 99654, UNITED STATES",Canna Get Happy LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-03-24T22:01:20.007861
22713,2168592,Red Run Cannabis Company,Retail Marijuana Store,Active-Operating,"910 W. International Airport Road, Suite B, Anchorage, AK 99518, UNITED STATES",Red Run Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Anchorage,,,2024-03-24T22:01:20.007861
22716,2091408,CANNABLISS,Retail Marijuana Store,Active-Operating,"2001 E. 5TH AVENUE, Anchorage, AK 99501, UNITED STATES",CANNABLISS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,,,2024-03-24T22:01:20.007861
22809,2091749,Airport Way Best Bud,Retail Marijuana Store,Active-Operating,"3598 Airport Way, Fairbanks, AK 99709, UNITED STATES",Airport Way Best Bud,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,2024-03-24T22:01:20.007861
23122,2119742,MSB Flight,Retail Marijuana Store,Active-Operating,"5675 E Blue Lupine Dr, Wasilla, AK 99654, UNITED STATES",MSB Flight,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-03-24T22:01:20.007861
23455,2093844,Hatcher's Grass,Retail Marijuana Store,Active-Operating,"9300 N. Palmer Fishhook Rd, Building #2, Palmer, AK 99645, UNITED STATES",Hatcher's Grass,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Palmer,,,2024-03-24T22:01:20.007861
23468,2175652,Green Market,Retail Marijuana Store,Active-Operating,"301 E Dimond Blvd, Suite 1A, Anchorage, AK 99515, UNITED STATES",Green Market,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1A,Anchorage,,,2024-03-24T22:01:20.007861
23627,2094627,Happy Walrus Enterprises,Retail Marijuana Store,Delegated,"310 Agviq Street, Point Hope, AK 99766, UNITED STATES",Happy Walrus Enterprises,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Point Hope,99766,,,2024-03-24T22:01:20.007861
23652,2094860,SupHerb,Retail Marijuana Store,Active-Operating,"2121 N. POST ROAD, ANCHORAGE, AK 99501, UNITED STATES",SupHerb,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,ANCHORAGE,99501,,,2024-03-24T22:01:20.007861
23694,2094945,Greenstar Flower Outlet,Retail Marijuana Store,Active-Operating,"40593 Kalifornsky Beach Rd, Suite B, Kenai, AK 99611, UNITED STATES",Greenstar Flower Outlet,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Kenai,,,2024-03-24T22:01:20.007861
23777,1065302,ARCTIC HERBERY,Retail Marijuana Store,Active-Operating,"16021 Sterling Highway, Building #2, Cooper Landing, AK 99572, UNITED STATES",ARCTIC HERBERY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building #2,Cooper Landing,,,2024-03-24T22:01:20.007861
23810,1042820,"FAT TOPS, LLC.",Retail Marijuana Store,Active-Operating,"35975 Kenai Spur Hwy., Soldotna, AK 99669, UNITED STATES","FAT TOPS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,,,2024-03-24T22:01:20.007861
23813,2164234,Alaskan Grown Cannabis,Retail Marijuana Store,Active-Operating,"4326 Nathaniel Olemaun Jr. Boulevard, Utqiagvik, AK 99723, UNITED STATES",Alaskan Grown Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Utqiagvik,99723,,,2024-03-24T22:01:20.007861
23821,2092987,Catalyst Cannabis Company,Retail Marijuana Store,Active-Operating,"317 Muldoon Rd., Anchorage, AK 99504, UNITED STATES",Catalyst Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99504,,,2024-03-24T22:01:20.007861
23934,2129064,The Depot,Retail Marijuana Store,Active-Operating,"28011 Old Parks Highway, Suite 1, Willow, AK 99688, UNITED STATES",The Depot,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Willow,,,2024-03-24T22:01:20.007861
23966,2096072,The Honey Pot,Retail Marijuana Store,Active-Operating,"2364 Badger Rd, Unit C, North Pole, AK 99705, UNITED STATES",The Honey Pot,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit C,North Pole,,,2024-03-24T22:01:20.007861
24049,2096387,Country Cannabis,Retail Marijuana Store,Active-Operating,"2323 South Trunk Road, Palmer, AK 99645, UNITED STATES",Country Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,,,2024-03-24T22:01:20.007861
24097,1043289,ALASKA HARVEST COMPANY LLC,Retail Marijuana Store,Active-Operating,"43837 Kalifornsky Beach RD, Soldotna, AK 99669, UNITED STATES",ALASKA HARVEST COMPANY LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,,,2024-03-24T22:01:20.007861
24238,2098019,Ganja Guys of Alaska,Retail Marijuana Store,Active-Operating,"101 E International Airport Rd, Anchorage, AK 99518, UNITED STATES",Ganja Guys of Alaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,,,2024-03-24T22:01:20.007861
24383,2098768,Primo,Retail Marijuana Store,Active-Operating,"12870 Old Seward Highway, Space 105, Anchorage, AK 99515, UNITED STATES",Primo,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Space 105,Anchorage,,,2024-03-24T22:01:20.007861
24541,2097118,Releaf,Retail Marijuana Store,Active-Operating,"910 W. International Airport Road, Unit A, Anchorage, AK 99518, UNITED STATES",Releaf,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit A,Anchorage,,,2024-03-24T22:01:20.007861
24870,2122396,High-Mark Cannabis,Retail Marijuana Store,Active-Operating,"3807 Unit A West Machen Road, Wasilla, AK 99623, UNITED STATES",High-Mark Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,2024-03-24T22:01:20.007861
25169,2102968,Green Degree's Cannabis Bar,Retail Marijuana Store,Delegated,"2421 Spenard Rd, Anchorage, AK 99503, UNITED STATES",Green Degree's Cannabis Bar,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,,,2024-03-24T22:01:20.007861
25190,2101719,Alaskan coffee pot,Retail Marijuana Store,Active-Operating,"2219 Dunn St., Juneau, AK 99801, UNITED STATES",Alaskan coffee pot,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,,,2024-03-24T22:01:20.007861
25309,2104068,Voodoo Cannabis Company,Retail Marijuana Store,Active-Operating,"930 Gambell st, anchorage, AK 99501, UNITED STATES",Voodoo Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,anchorage,99501,,,2024-03-24T22:01:20.007861
25324,2104183,Alaskan Grown Cannabis,Retail Marijuana Store,Active-Operating,"213 West A Street, Dillingham, AK 99576, UNITED STATES",Alaskan Grown Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Dillingham,99576,,,2024-03-24T22:01:20.007861
25442,2105381,Alaskan Originals,Retail Marijuana Store,Active-Operating,"3591 S. Vine Road, Wasilla, AK 99623, UNITED STATES",Alaskan Originals,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,2024-03-24T22:01:20.007861
25902,2108036,Tl'oh Suu by Green Degree,Retail Marijuana Store,Active-Operating,"Mile 1264.1 Alaska Highway, Northway, AK 99764, UNITED STATES",Tl'oh Suu by Green Degree,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Northway,99764,,,2024-03-24T22:01:20.007861
26251,1035647,GOODSINSE LLC,Retail Marijuana Store,Active-Operating,"29 College Road Suite 8C, Fairbanks, AK 99701, UNITED STATES",GOODSINSE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,,,2024-03-24T22:01:20.007861
26721,2111965,Mr. Budd,Retail Marijuana Store,Delegated,"9370 E Palmer Wasilla Hwy, Suite 1, Palmer, AK 99645, UNITED STATES",Mr. Budd,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Palmer,,,2024-03-24T22:01:20.007861
27096,1033365,GREEN DEGREE,Retail Marijuana Store,Active-Operating,"2888 S Clapp St, Wasilla, AK 99623, UNITED STATES",GREEN DEGREE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,2024-03-24T22:01:20.007861
27199,2114743,"Green Jar Palmer, LLC",Retail Marijuana Store,Delegated,"11709 E Palmer-Wasilla Hwy, Suite 420, Palmer, AK 99645, UNITED STATES","Green Jar Palmer, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 420,Palmer,,,2024-03-24T22:01:20.007861
27317,2115576,Talkeetna Connection,Retail Marijuana Store,Active-Pending Inspection,"39209 S Talkeetna Spur Rd, Talkeetna, AK 99676, UNITED STATES",Talkeetna Connection,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Talkeetna,99676,,,2024-03-24T22:01:20.007861
27522,2116208,The Connoisseur Lounge,Retail Marijuana Store,Active-Operating,"226 W. Evergreen Ave, Palmer, AK 99645, UNITED STATES",The Connoisseur Lounge,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,,,2024-03-24T22:01:20.007861
27532,2111699,Alaska Vibes,Retail Marijuana Store,Active-Pending Inspection,"10011 Glacier Highway, Juneau, AK 99801, UNITED STATES",Alaska Vibes,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,,,2024-03-24T22:01:20.007861
28012,1054744,THE MASON JAR LLC,Retail Marijuana Store,Active-Operating,"613 & 619 W. Willoughby Ave., Juneau, AK 99801, UNITED STATES",THE MASON JAR LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,,,2024-03-24T22:01:20.007861
28093,1036588,THE HOUSE OF GREEN,Retail Marijuana Store,Active-Pending Inspection,"9410 Old Seward Hwy, Anchorage, AK 99515, UNITED STATES",THE HOUSE OF GREEN,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99515,,,2024-03-24T22:01:20.007861
28899,2125467,worner brothers outpost,Retail Marijuana Store,Active-Operating,"33590 Sterling Hwy, Sterling, AK 99672, UNITED STATES",worner brothers outpost,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Sterling,99672,,,2024-03-24T22:01:20.007861
28917,2125636,Back Alley Vapes,Retail Marijuana Store,Active-Operating,"51698 Kenai Spur Hwy, Suite D, kenai, AK 99611, UNITED STATES",Back Alley Vapes,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite D,kenai,,,2024-03-24T22:01:20.007861
29084,2111155,Highpothermia,Retail Marijuana Store,Active-Pending Inspection,"741 E 13th Ave, Anchorage, AK 99501, UNITED STATES",Highpothermia,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,,,2024-03-24T22:01:20.007861
29095,1062162,SCORPION GRASS,Retail Marijuana Store,Active-Operating,"1150 Huffman Park Drive, Anchorage, AK 99515, UNITED STATES",SCORPION GRASS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99515,,,2024-03-24T22:01:20.007861
29266,2180099,Dandelion Dispensary,Retail Marijuana Store,Active-Operating,"1053 Haines Hwy, Haines, AK 99827, UNITED STATES",Dandelion Dispensary,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Haines,99827,,,2024-03-24T22:01:20.007861
29341,2128444,Cannabis Cove,Retail Marijuana Store,Active-Operating,"7198 N Tongass Highway, Ketchikan, AK 99901, UNITED STATES",Cannabis Cove,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,,,2024-03-24T22:01:20.007861
29422,2175880,Houdini's Herb,Retail Marijuana Store,Delegated,"2343 S. BIRCH LAKE DRIVE, Wasilla, AK 99654, UNITED STATES",Houdini's Herb,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,2024-03-24T22:01:20.007861
29564,1051864,REBEL ROOTS LLC,Retail Marijuana Store,Active-Operating,"261 OLD STEESE HWY N, Fairbanks, AK 99712, UNITED STATES",REBEL ROOTS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,,,2024-03-24T22:01:20.007861
29768,2121975,Higher Dimensions,Retail Marijuana Store,Active-Operating,"9737 Mud Bay Rd Unit 101, Ketchikan, AK 99901, UNITED STATES",Higher Dimensions,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,,,2024-03-24T22:01:20.007861
29874,2131856,Smoke Out Point,Retail Marijuana Store,Delegated,"10600 E. Max Drive, Palmer, AK 99645, UNITED STATES",Smoke Out Point,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,,,2024-03-24T22:01:20.007861
30153,1038791,UNCLE HERB'S,Retail Marijuana Store,Active-Operating,"209 King Circle, Suite 1, Anchorage, AK 99515, UNITED STATES",UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Anchorage,,,2024-03-24T22:01:20.007861
30156,1038791,UNCLE HERB'S,Retail Marijuana Store,Delegated,"44728 Sterling Highway, Soldotna, AK 99669, UNITED STATES",UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,,,2024-03-24T22:01:20.007861
30362,2135771,The Pot Shop,Retail Marijuana Store,Delegated,"902 W. Northern Lights Blvd, Anchorage, AK 99503, UNITED STATES",The Pot Shop,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,,,2024-03-24T22:01:20.007861
30459,2136366,Alaskan Grown Cannabis,Retail Marijuana Store,Active-Pending Inspection,"2505 Fairbanks Street, Unit 1, Anchorage, AK 99503, UNITED STATES",Alaskan Grown Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 1,Anchorage,,,2024-03-24T22:01:20.007861
30563,2136975,Good Vibes Bethel,Retail Marijuana Store,Active-Operating,"323 Chief Eddie Hoffman Hwy, Bethel, AK 99559, UNITED STATES",Good Vibes Bethel,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Bethel,99559,,,2024-03-24T22:01:20.007861
